Track name: p232_001	PESQ: 2.926636	CSIG: 4.284055	CBAK: 3.262715	COVL: 3.584717	SSNR: 7.161749	STOI: 0.896450	
Track name: p232_200	PESQ: 2.554230	CSIG: 3.893297	CBAK: 3.249722	COVL: 3.244862	SSNR: 7.902984	STOI: 0.984609	
Track name: p232_201	PESQ: 2.211105	CSIG: 3.441517	CBAK: 2.711632	COVL: 2.809601	SSNR: 3.604364	STOI: 0.987520	
Track name: p232_202	PESQ: 1.570993	CSIG: 2.715951	CBAK: 2.298816	COVL: 2.130768	SSNR: 1.669575	STOI: 0.904212	
Track name: p232_203	PESQ: 1.111520	CSIG: 1.351037	CBAK: 1.541700	COVL: 1.141100	SSNR: -3.402934	STOI: 0.843376	
Track name: p232_204	PESQ: 3.715870	CSIG: 5.000000	CBAK: 3.897015	COVL: 4.395478	SSNR: 9.057810	STOI: 0.999666	
Track name: p232_205	PESQ: 3.671610	CSIG: 4.973944	CBAK: 3.487992	COVL: 4.336829	SSNR: 3.646349	STOI: 0.976610	
Track name: p232_206	PESQ: 2.673409	CSIG: 4.064225	CBAK: 2.812906	COVL: 3.366892	SSNR: 1.087300	STOI: 0.957268	
Track name: p232_207	PESQ: 1.731506	CSIG: 2.887139	CBAK: 1.944013	COVL: 2.259248	SSNR: -3.516781	STOI: 0.874615	
Track name: p232_208	PESQ: 2.889484	CSIG: 4.192274	CBAK: 3.154275	COVL: 3.528026	SSNR: 5.381462	STOI: 0.774650	
Track name: p232_209	PESQ: 2.458309	CSIG: 3.871181	CBAK: 2.832150	COVL: 3.161562	SSNR: 3.053827	STOI: 0.822296	
Track name: p232_210	PESQ: 2.008428	CSIG: 3.524430	CBAK: 2.327583	COVL: 2.727479	SSNR: -0.027208	STOI: 0.969560	
Track name: p232_211	PESQ: 1.217337	CSIG: 2.729962	CBAK: 1.511429	COVL: 1.902506	SSNR: -5.649390	STOI: 0.782826	
Track name: p232_213	PESQ: 3.360412	CSIG: 4.718628	CBAK: 3.309063	COVL: 4.033881	SSNR: 3.994210	STOI: 0.963258	
Track name: p232_214	PESQ: 2.592339	CSIG: 3.939739	CBAK: 2.768714	COVL: 3.247890	SSNR: 1.711364	STOI: 0.991598	
Track name: p232_215	PESQ: 2.579692	CSIG: 3.882922	CBAK: 2.596721	COVL: 3.193582	SSNR: -0.056906	STOI: 0.995495	
Track name: p232_216	PESQ: 1.713856	CSIG: 3.079834	CBAK: 1.997926	COVL: 2.340232	SSNR: -2.263481	STOI: 0.971235	
Track name: p232_217	PESQ: 2.688201	CSIG: 3.604161	CBAK: 3.127404	COVL: 3.127620	SSNR: 6.752578	STOI: 0.890944	
Track name: p232_218	PESQ: 1.888318	CSIG: 3.396196	CBAK: 2.585726	COVL: 2.609456	SSNR: 4.698139	STOI: 0.920992	
Track name: p232_219	PESQ: 1.507765	CSIG: 2.906443	CBAK: 2.226555	COVL: 2.176118	SSNR: 1.773599	STOI: 0.920158	
Track name: p232_220	PESQ: 1.276726	CSIG: 2.533700	CBAK: 1.870875	COVL: 1.849429	SSNR: -1.037216	STOI: 0.923534	
Track name: p232_221	PESQ: 1.928399	CSIG: 3.113882	CBAK: 2.877437	COVL: 2.510751	SSNR: 8.075912	STOI: 0.989738	
Track name: p232_223	PESQ: 1.909047	CSIG: 3.092530	CBAK: 2.344142	COVL: 2.445947	SSNR: 1.714309	STOI: 0.903341	
Track name: p232_224	PESQ: 1.664052	CSIG: 2.792789	CBAK: 2.014492	COVL: 2.186991	SSNR: -2.271820	STOI: 0.898507	
Track name: p232_225	PESQ: 1.293518	CSIG: 1.895829	CBAK: 1.528466	COVL: 1.489695	SSNR: -4.360289	STOI: 0.864370	
Track name: p232_226	PESQ: 3.475557	CSIG: 4.898605	CBAK: 3.741386	COVL: 4.211197	SSNR: 8.677781	STOI: 0.981692	
Track name: p232_227	PESQ: 2.882070	CSIG: 4.220663	CBAK: 3.202239	COVL: 3.559869	SSNR: 5.253500	STOI: 0.998921	
Track name: p232_228	PESQ: 2.597345	CSIG: 3.871416	CBAK: 2.526513	COVL: 3.213374	SSNR: -2.036804	STOI: 0.966573	
Track name: p232_229	PESQ: 2.386520	CSIG: 3.291107	CBAK: 2.337753	COVL: 2.795197	SSNR: -2.421202	STOI: 0.965463	
Track name: p232_230	PESQ: 2.242726	CSIG: 3.579270	CBAK: 2.874588	COVL: 2.895622	SSNR: 5.884463	STOI: 0.893272	
Track name: p232_231	PESQ: 2.394997	CSIG: 3.810924	CBAK: 2.731494	COVL: 3.090394	SSNR: 2.342523	STOI: 0.996099	
Track name: p232_232	PESQ: 1.680617	CSIG: 2.980535	CBAK: 2.140754	COVL: 2.274138	SSNR: 0.251467	STOI: 0.946871	
Track name: p232_234	PESQ: 1.349777	CSIG: 2.670545	CBAK: 1.596476	COVL: 1.931640	SSNR: -4.943920	STOI: 0.808265	
Track name: p232_235	PESQ: 3.146431	CSIG: 4.693257	CBAK: 3.697503	COVL: 3.941403	SSNR: 10.541011	STOI: 0.997676	
Track name: p232_236	PESQ: 2.861102	CSIG: 4.008961	CBAK: 2.700432	COVL: 3.384330	SSNR: 0.073985	STOI: 0.922737	
Track name: p232_237	PESQ: 2.990308	CSIG: 4.474412	CBAK: 2.926128	COVL: 3.724832	SSNR: 0.752330	STOI: 0.992830	
Track name: p232_238	PESQ: 3.280833	CSIG: 4.340097	CBAK: 2.667836	COVL: 3.756108	SSNR: -3.410642	STOI: 0.999243	
Track name: p232_239	PESQ: 1.740893	CSIG: 3.237048	CBAK: 2.458899	COVL: 2.448079	SSNR: 4.144833	STOI: 0.983278	
Track name: p232_240	PESQ: 2.212546	CSIG: 3.728110	CBAK: 2.872516	COVL: 2.958476	SSNR: 5.902750	STOI: 0.975991	
Track name: p232_241	PESQ: 1.358233	CSIG: 2.449823	CBAK: 1.731200	COVL: 1.829998	SSNR: -3.042005	STOI: 0.835281	
Track name: p232_242	PESQ: 1.260554	CSIG: 1.655444	CBAK: 1.481427	COVL: 1.361059	SSNR: -5.192452	STOI: 0.765118	
Track name: p232_243	PESQ: 2.631675	CSIG: 3.891043	CBAK: 3.022983	COVL: 3.242670	SSNR: 5.486538	STOI: 0.994135	
Track name: p232_244	PESQ: 1.885643	CSIG: 3.278549	CBAK: 2.494138	COVL: 2.556941	SSNR: 2.939781	STOI: 0.965529	
Track name: p232_245	PESQ: 1.700819	CSIG: 2.503639	CBAK: 2.077419	COVL: 2.075287	SSNR: -2.151234	STOI: 0.874449	
Track name: p232_246	PESQ: 1.308560	CSIG: 2.203440	CBAK: 1.534097	COVL: 1.643417	SSNR: -4.079636	STOI: 0.884791	
Track name: p232_247	PESQ: 3.208182	CSIG: 4.417716	CBAK: 3.308885	COVL: 3.812284	SSNR: 4.926141	STOI: 0.956130	
Track name: p232_248	PESQ: 3.069216	CSIG: 4.462734	CBAK: 3.439704	COVL: 3.788800	SSNR: 6.986848	STOI: 0.971134	
Track name: p232_249	PESQ: 2.177768	CSIG: 3.573066	CBAK: 2.474188	COVL: 2.861624	SSNR: -0.061538	STOI: 0.995466	
Track name: p232_250	PESQ: 2.177218	CSIG: 3.097001	CBAK: 2.259409	COVL: 2.580832	SSNR: -1.543916	STOI: 0.947930	
Track name: p232_251	PESQ: 2.839172	CSIG: 4.393649	CBAK: 3.427486	COVL: 3.633508	SSNR: 8.747741	STOI: 0.975499	
Track name: p232_252	PESQ: 2.358265	CSIG: 3.747269	CBAK: 2.762525	COVL: 3.033812	SSNR: 3.393998	STOI: 0.967770	
Track name: p232_253	PESQ: 1.525263	CSIG: 2.779503	CBAK: 2.111834	COVL: 2.103289	SSNR: 0.635102	STOI: 0.905424	
Track name: p232_254	PESQ: 1.296466	CSIG: 2.718019	CBAK: 1.839762	COVL: 1.959673	SSNR: -2.058206	STOI: 0.902558	
Track name: p232_255	PESQ: 3.074806	CSIG: 4.534053	CBAK: 3.410919	COVL: 3.811800	SSNR: 7.161995	STOI: 0.973542	
Track name: p232_256	PESQ: 2.892813	CSIG: 4.359731	CBAK: 3.166296	COVL: 3.627621	SSNR: 4.904130	STOI: 0.956451	
Track name: p232_257	PESQ: 2.338522	CSIG: 3.563745	CBAK: 2.307756	COVL: 2.912947	SSNR: -2.812097	STOI: 0.996977	
Track name: p232_258	PESQ: 1.716025	CSIG: 2.924828	CBAK: 1.915010	COVL: 2.239240	SSNR: -2.496343	STOI: 0.948528	
Track name: p232_259	PESQ: 2.554618	CSIG: 4.084508	CBAK: 3.251374	COVL: 3.318841	SSNR: 8.867242	STOI: 0.987543	
Track name: p232_260	PESQ: 1.760824	CSIG: 2.983626	CBAK: 2.434440	COVL: 2.338796	SSNR: 3.308077	STOI: 0.983311	
Track name: p232_261	PESQ: 1.296605	CSIG: 2.661132	CBAK: 2.044253	COVL: 1.936982	SSNR: 0.942378	STOI: 0.880884	
Track name: p232_263	PESQ: 1.141791	CSIG: 2.025660	CBAK: 1.673944	COVL: 1.498640	SSNR: -1.823485	STOI: 0.785514	
Track name: p232_264	PESQ: 2.723883	CSIG: 4.032618	CBAK: 3.412613	COVL: 3.389613	SSNR: 9.652494	STOI: 0.994227	
Track name: p232_265	PESQ: 1.789997	CSIG: 3.113076	CBAK: 2.267192	COVL: 2.399294	SSNR: 1.253398	STOI: 0.942958	
Track name: p232_266	PESQ: 1.823374	CSIG: 3.117775	CBAK: 2.267925	COVL: 2.447868	SSNR: -0.282726	STOI: 0.928217	
Track name: p232_267	PESQ: 1.202865	CSIG: 2.017227	CBAK: 1.643732	COVL: 1.523985	SSNR: -2.709178	STOI: 0.883605	
Track name: p232_268	PESQ: 3.687617	CSIG: 5.000000	CBAK: 3.870232	COVL: 4.421770	SSNR: 8.443543	STOI: 0.988939	
Track name: p232_269	PESQ: 3.140460	CSIG: 4.546217	CBAK: 3.490107	COVL: 3.867023	SSNR: 7.215108	STOI: 0.989925	
Track name: p232_270	PESQ: 2.809340	CSIG: 4.275036	CBAK: 2.948750	COVL: 3.541839	SSNR: 2.149957	STOI: 0.970403	
Track name: p232_271	PESQ: 2.360077	CSIG: 3.575182	CBAK: 2.376390	COVL: 2.943456	SSNR: -2.500121	STOI: 0.967001	
Track name: p232_272	PESQ: 2.867614	CSIG: 4.512687	CBAK: 3.624864	COVL: 3.707632	SSNR: 11.641470	STOI: 0.916366	
Track name: p232_273	PESQ: 2.134357	CSIG: 3.481499	CBAK: 2.587733	COVL: 2.778383	SSNR: 2.764465	STOI: 0.951968	
Track name: p232_274	PESQ: 1.666997	CSIG: 3.174161	CBAK: 2.289297	COVL: 2.385556	SSNR: 1.745392	STOI: 0.891062	
Track name: p232_275	PESQ: 1.307760	CSIG: 2.411285	CBAK: 1.824391	COVL: 1.793154	SSNR: -1.524271	STOI: 0.898284	
Track name: p232_276	PESQ: 3.231212	CSIG: 4.676419	CBAK: 3.547601	COVL: 3.967583	SSNR: 7.882024	STOI: 0.992003	
Track name: p232_277	PESQ: 2.339729	CSIG: 4.103913	CBAK: 2.811456	COVL: 3.219646	SSNR: 3.529803	STOI: 0.952226	
Track name: p232_278	PESQ: 3.225283	CSIG: 4.487938	CBAK: 2.861841	COVL: 3.831092	SSNR: -1.208308	STOI: 0.984071	
Track name: p232_279	PESQ: 1.236036	CSIG: 2.050858	CBAK: 1.616015	COVL: 1.568811	SSNR: -3.900510	STOI: 0.791578	
Track name: p232_280	PESQ: 1.675975	CSIG: 2.984124	CBAK: 2.625237	COVL: 2.296103	SSNR: 6.984541	STOI: 0.911520	
Track name: p232_281	PESQ: 1.615793	CSIG: 2.780004	CBAK: 2.012328	COVL: 2.138889	SSNR: -1.174630	STOI: 0.808544	
Track name: p232_282	PESQ: 2.057454	CSIG: 3.744692	CBAK: 2.757929	COVL: 2.893652	SSNR: 5.029709	STOI: 0.958035	
Track name: p232_283	PESQ: 1.247126	CSIG: 2.012475	CBAK: 1.502869	COVL: 1.524050	SSNR: -4.403185	STOI: 0.762316	
Track name: p232_284	PESQ: 2.614115	CSIG: 3.959463	CBAK: 3.058257	COVL: 3.286462	SSNR: 5.359513	STOI: 0.993888	
Track name: p232_285	PESQ: 2.151655	CSIG: 3.021153	CBAK: 2.468943	COVL: 2.536543	SSNR: 1.695795	STOI: 0.919908	
Track name: p232_286	PESQ: 1.574135	CSIG: 2.644689	CBAK: 1.949873	COVL: 2.044077	SSNR: -1.565856	STOI: 0.911040	
Track name: p232_287	PESQ: 1.345233	CSIG: 2.262310	CBAK: 1.626710	COVL: 1.713858	SSNR: -3.884872	STOI: 0.895684	
Track name: p232_288	PESQ: 3.450217	CSIG: 4.763615	CBAK: 3.495625	COVL: 4.123681	SSNR: 5.301824	STOI: 0.987688	
Track name: p232_289	PESQ: 3.417663	CSIG: 4.798893	CBAK: 3.462699	COVL: 4.131925	SSNR: 4.712106	STOI: 0.999408	
Track name: p232_290	PESQ: 2.892892	CSIG: 4.058609	CBAK: 2.614063	COVL: 3.442236	SSNR: -2.293776	STOI: 0.995250	
Track name: p232_291	PESQ: 2.202438	CSIG: 3.376287	CBAK: 2.104993	COVL: 2.744224	SSNR: -4.701449	STOI: 0.997759	
Track name: p232_292	PESQ: 2.787044	CSIG: 4.116276	CBAK: 2.981226	COVL: 3.436538	SSNR: 3.497621	STOI: 0.995146	
Track name: p232_293	PESQ: 1.973318	CSIG: 3.409474	CBAK: 2.665389	COVL: 2.668647	SSNR: 4.891985	STOI: 0.956532	
Track name: p232_294	PESQ: 1.698194	CSIG: 3.239116	CBAK: 2.299052	COVL: 2.435388	SSNR: 1.586027	STOI: 0.931651	
Track name: p232_295	PESQ: 1.337813	CSIG: 2.632134	CBAK: 1.869485	COVL: 1.924831	SSNR: -1.327897	STOI: 0.878101	
Track name: p232_296	PESQ: 2.985385	CSIG: 4.277926	CBAK: 3.298784	COVL: 3.620681	SSNR: 6.876710	STOI: 0.954944	
Track name: p232_297	PESQ: 3.272307	CSIG: 4.645680	CBAK: 3.285242	COVL: 3.966238	SSNR: 3.705454	STOI: 0.941485	
Track name: p232_298	PESQ: 2.128954	CSIG: 3.433397	CBAK: 2.201258	COVL: 2.731375	SSNR: -2.432653	STOI: 0.944165	
Track name: p232_299	PESQ: 2.479277	CSIG: 3.938693	CBAK: 2.348454	COVL: 3.171901	SSNR: -3.291986	STOI: 0.906555	
Track name: p232_300	PESQ: 2.261422	CSIG: 3.499375	CBAK: 2.531258	COVL: 2.823095	SSNR: 2.152849	STOI: 0.889699	
Track name: p232_301	PESQ: 1.926203	CSIG: 3.274835	CBAK: 2.390148	COVL: 2.561264	SSNR: 1.611909	STOI: 0.970306	
Track name: p232_302	PESQ: 1.273380	CSIG: 2.018688	CBAK: 1.688927	COVL: 1.566058	SSNR: -2.779601	STOI: 0.711617	
Track name: p232_303	PESQ: 1.169890	CSIG: 2.137165	CBAK: 1.662823	COVL: 1.578108	SSNR: -2.644847	STOI: 0.807679	
Track name: p232_305	PESQ: 2.046750	CSIG: 1.794278	CBAK: 2.564800	COVL: 1.877001	SSNR: 3.841979	STOI: 0.952155	
Track name: p232_306	PESQ: 1.582182	CSIG: 2.851011	CBAK: 2.205929	COVL: 2.178122	SSNR: 1.233733	STOI: 0.857349	
Track name: p232_307	PESQ: 1.193128	CSIG: 1.619777	CBAK: 1.860072	COVL: 1.352570	SSNR: -0.578626	STOI: 0.889650	
Track name: p232_308	PESQ: 1.354776	CSIG: 2.255687	CBAK: 1.580484	COVL: 1.692369	SSNR: -3.677138	STOI: 0.796579	
Track name: p232_309	PESQ: 3.656103	CSIG: 5.000000	CBAK: 3.998162	COVL: 4.389122	SSNR: 10.673174	STOI: 0.982121	
Track name: p232_310	PESQ: 2.601954	CSIG: 4.102672	CBAK: 2.821981	COVL: 3.349319	SSNR: 1.800853	STOI: 0.940287	
Track name: p232_311	PESQ: 2.756477	CSIG: 4.103624	CBAK: 2.809674	COVL: 3.416852	SSNR: 0.916375	STOI: 0.957833	
Track name: p232_312	PESQ: 2.048333	CSIG: 3.234359	CBAK: 2.316833	COVL: 2.609902	SSNR: -0.791568	STOI: 0.959062	
Track name: p232_313	PESQ: 2.676178	CSIG: 4.120421	CBAK: 3.143337	COVL: 3.397907	SSNR: 6.238315	STOI: 0.953406	
Track name: p232_314	PESQ: 1.689481	CSIG: 3.038330	CBAK: 2.258917	COVL: 2.328584	SSNR: 1.125203	STOI: 0.923624	
Track name: p232_315	PESQ: 1.907582	CSIG: 3.251537	CBAK: 2.201037	COVL: 2.548057	SSNR: -1.591686	STOI: 0.871455	
Track name: p232_316	PESQ: 1.145684	CSIG: 2.379016	CBAK: 1.461160	COVL: 1.665574	SSNR: -4.752418	STOI: 0.760691	
Track name: p232_317	PESQ: 3.280528	CSIG: 4.757464	CBAK: 3.508413	COVL: 4.034558	SSNR: 6.808857	STOI: 0.993808	
Track name: p232_318	PESQ: 2.825336	CSIG: 4.263496	CBAK: 3.119764	COVL: 3.547949	SSNR: 4.576769	STOI: 0.991200	
Track name: p232_319	PESQ: 3.039758	CSIG: 4.397288	CBAK: 3.020486	COVL: 3.709697	SSNR: 1.951151	STOI: 0.975396	
Track name: p232_320	PESQ: 1.917673	CSIG: 3.133002	CBAK: 2.177006	COVL: 2.485177	SSNR: -1.653387	STOI: 0.912335	
Track name: p232_321	PESQ: 2.369033	CSIG: 3.881225	CBAK: 3.181831	COVL: 3.120168	SSNR: 9.339439	STOI: 0.991123	
Track name: p232_322	PESQ: 1.586795	CSIG: 2.917576	CBAK: 2.256000	COVL: 2.213829	SSNR: 1.982170	STOI: 0.921052	
Track name: p232_323	PESQ: 1.354518	CSIG: 2.193847	CBAK: 1.954043	COVL: 1.713736	SSNR: -0.048507	STOI: 0.925390	
Track name: p232_324	PESQ: 1.289012	CSIG: 2.375160	CBAK: 1.786620	COVL: 1.752758	SSNR: -1.410862	STOI: 0.896929	
Track name: p232_325	PESQ: 2.252318	CSIG: 3.526310	CBAK: 2.651300	COVL: 2.876188	SSNR: 2.176068	STOI: 0.974974	
Track name: p232_326	PESQ: 1.961091	CSIG: 3.055339	CBAK: 2.317803	COVL: 2.451683	SSNR: 0.991182	STOI: 0.849919	
Track name: p232_327	PESQ: 1.590258	CSIG: 2.489194	CBAK: 2.021195	COVL: 1.966768	SSNR: -0.200035	STOI: 0.958601	
Track name: p232_328	PESQ: 1.226219	CSIG: 1.848831	CBAK: 1.603156	COVL: 1.448795	SSNR: -3.389710	STOI: 0.835608	
Track name: p232_329	PESQ: 3.220004	CSIG: 4.679186	CBAK: 3.409649	COVL: 3.960950	SSNR: 5.880872	STOI: 0.999558	
Track name: p232_330	PESQ: 2.659739	CSIG: 4.053806	CBAK: 2.859233	COVL: 3.354732	SSNR: 1.929593	STOI: 0.975138	
Track name: p232_331	PESQ: 2.950349	CSIG: 4.456172	CBAK: 3.737317	COVL: 3.701877	SSNR: 13.654020	STOI: 0.976338	
Track name: p232_332	PESQ: 2.258629	CSIG: 3.338969	CBAK: 2.247030	COVL: 2.757184	SSNR: -3.012208	STOI: 0.996388	
Track name: p232_333	PESQ: 2.823534	CSIG: 4.121168	CBAK: 3.090227	COVL: 3.445066	SSNR: 5.494273	STOI: 0.925763	
Track name: p232_334	PESQ: 2.112425	CSIG: 3.573160	CBAK: 2.693808	COVL: 2.823681	SSNR: 4.140289	STOI: 0.978951	
Track name: p232_335	PESQ: 1.396234	CSIG: 2.624609	CBAK: 1.969362	COVL: 1.949558	SSNR: -0.140507	STOI: 0.904707	
Track name: p232_336	PESQ: 1.293391	CSIG: 2.547945	CBAK: 1.632306	COVL: 1.833523	SSNR: -3.566626	STOI: 0.876534	
Track name: p232_337	PESQ: 3.419251	CSIG: 4.874409	CBAK: 3.701956	COVL: 4.168778	SSNR: 8.564882	STOI: 0.997192	
Track name: p232_338	PESQ: 2.495997	CSIG: 4.102346	CBAK: 2.898239	COVL: 3.298477	SSNR: 3.690756	STOI: 0.993451	
Track name: p232_339	PESQ: 3.036089	CSIG: 4.114747	CBAK: 2.680092	COVL: 3.549826	SSNR: -2.655938	STOI: 0.997025	
Track name: p232_340	PESQ: 1.968706	CSIG: 3.071246	CBAK: 1.881024	COVL: 2.437721	SSNR: -4.866284	STOI: 0.966172	
Track name: p232_341	PESQ: 1.767995	CSIG: 3.163139	CBAK: 2.550393	COVL: 2.439496	SSNR: 4.752349	STOI: 0.938120	
Track name: p232_342	PESQ: 1.299622	CSIG: 2.374361	CBAK: 2.309701	COVL: 1.809345	SSNR: 4.536898	STOI: 0.884234	
Track name: p232_343	PESQ: 1.297129	CSIG: 2.448184	CBAK: 1.907851	COVL: 1.812074	SSNR: -0.380067	STOI: 0.877276	
Track name: p232_344	PESQ: 1.193746	CSIG: 2.099187	CBAK: 1.555726	COVL: 1.560172	SSNR: -4.037373	STOI: 0.784705	
Track name: p232_346	PESQ: 2.670358	CSIG: 4.017917	CBAK: 3.080657	COVL: 3.343499	SSNR: 5.308083	STOI: 0.952947	
Track name: p232_347	PESQ: 1.926347	CSIG: 3.149442	CBAK: 2.583261	COVL: 2.521546	SSNR: 3.680329	STOI: 0.986974	
Track name: p232_348	PESQ: 1.459985	CSIG: 2.593828	CBAK: 2.061053	COVL: 1.964951	SSNR: 0.896565	STOI: 0.920248	
Track name: p232_349	PESQ: 1.276773	CSIG: 2.258338	CBAK: 1.689047	COVL: 1.676124	SSNR: -2.323677	STOI: 0.913474	
Track name: p232_350	PESQ: 4.304816	CSIG: 5.000000	CBAK: 4.454195	COVL: 4.984894	SSNR: 12.919155	STOI: 0.991613	
Track name: p232_351	PESQ: 3.213424	CSIG: 4.541946	CBAK: 3.139710	COVL: 3.879899	SSNR: 2.062030	STOI: 0.978429	
Track name: p232_352	PESQ: 2.788719	CSIG: 4.007453	CBAK: 2.729871	COVL: 3.383323	SSNR: -0.508696	STOI: 0.989052	
Track name: p232_353	PESQ: 2.242307	CSIG: 3.473804	CBAK: 2.277938	COVL: 2.823065	SSNR: -2.707611	STOI: 0.989191	
Track name: p232_354	PESQ: 2.786139	CSIG: 3.885943	CBAK: 3.165924	COVL: 3.302645	SSNR: 7.265791	STOI: 0.869887	
Track name: p232_355	PESQ: 2.051922	CSIG: 3.724193	CBAK: 2.803901	COVL: 2.880026	SSNR: 5.829262	STOI: 0.976398	
Track name: p232_356	PESQ: 1.541007	CSIG: 3.041692	CBAK: 2.210982	COVL: 2.267296	SSNR: 0.961556	STOI: 0.937876	
Track name: p232_357	PESQ: 1.553183	CSIG: 3.262229	CBAK: 2.044783	COVL: 2.373208	SSNR: -1.329696	STOI: 0.957658	
Track name: p232_358	PESQ: 2.951517	CSIG: 4.534102	CBAK: 3.237017	COVL: 3.748675	SSNR: 5.376451	STOI: 0.907034	
Track name: p232_359	PESQ: 3.174016	CSIG: 4.647918	CBAK: 3.153714	COVL: 3.915147	SSNR: 2.476760	STOI: 0.885774	
Track name: p232_360	PESQ: 1.918384	CSIG: 3.144630	CBAK: 2.430047	COVL: 2.494668	SSNR: 2.210361	STOI: 0.931745	
Track name: p232_361	PESQ: 2.633036	CSIG: 3.835009	CBAK: 2.359342	COVL: 3.183020	SSNR: -3.627783	STOI: 0.997199	
Track name: p232_362	PESQ: 2.008087	CSIG: 3.485975	CBAK: 2.928025	COVL: 2.734942	SSNR: 8.326769	STOI: 0.990464	
Track name: p232_363	PESQ: 1.897881	CSIG: 3.385785	CBAK: 2.625146	COVL: 2.626253	SSNR: 4.495761	STOI: 0.972339	
Track name: p232_364	PESQ: 1.573916	CSIG: 2.824196	CBAK: 2.160326	COVL: 2.153253	SSNR: 0.896503	STOI: 0.969444	
Track name: p232_365	PESQ: 1.459541	CSIG: 2.299900	CBAK: 1.764055	COVL: 1.800049	SSNR: -3.002358	STOI: 0.859966	
Track name: p232_366	PESQ: 2.270561	CSIG: 3.787119	CBAK: 2.877505	COVL: 3.011012	SSNR: 5.811439	STOI: 0.992570	
Track name: p232_367	PESQ: 1.853032	CSIG: 3.324428	CBAK: 2.428586	COVL: 2.567925	SSNR: 1.943029	STOI: 0.878972	
Track name: p232_368	PESQ: 2.020548	CSIG: 2.842152	CBAK: 2.351362	COVL: 2.402613	SSNR: -0.116032	STOI: 0.888165	
Track name: p232_369	PESQ: 1.326921	CSIG: 2.420890	CBAK: 1.865982	COVL: 1.825472	SSNR: -1.796525	STOI: 0.944621	
Track name: p232_370	PESQ: 3.018404	CSIG: 4.469058	CBAK: 3.339422	COVL: 3.750759	SSNR: 6.464784	STOI: 0.968227	
Track name: p232_371	PESQ: 2.766104	CSIG: 4.121777	CBAK: 2.900597	COVL: 3.418407	SSNR: 2.830225	STOI: 0.998732	
Track name: p232_372	PESQ: 2.176225	CSIG: 3.601761	CBAK: 2.599592	COVL: 2.878679	SSNR: 1.784035	STOI: 0.924086	
Track name: p232_373	PESQ: 2.643176	CSIG: 3.784816	CBAK: 2.625262	COVL: 3.189496	SSNR: -0.643845	STOI: 0.996948	
Track name: p232_374	PESQ: 2.303952	CSIG: 3.840104	CBAK: 2.992752	COVL: 3.056953	SSNR: 7.267707	STOI: 0.986502	
Track name: p232_375	PESQ: 2.161368	CSIG: 3.649709	CBAK: 2.670126	COVL: 2.889115	SSNR: 3.277113	STOI: 0.986692	
Track name: p232_377	PESQ: 1.897391	CSIG: 3.195551	CBAK: 2.341362	COVL: 2.506726	SSNR: 1.079932	STOI: 0.975661	
Track name: p232_378	PESQ: 1.363152	CSIG: 2.733860	CBAK: 1.905188	COVL: 2.004783	SSNR: -1.682219	STOI: 0.954155	
Track name: p232_379	PESQ: 3.070690	CSIG: 4.525643	CBAK: 3.386554	COVL: 3.799104	SSNR: 7.089908	STOI: 0.980489	
Track name: p232_380	PESQ: 2.278251	CSIG: 3.826626	CBAK: 2.917342	COVL: 3.049561	SSNR: 5.724130	STOI: 0.977023	
Track name: p232_381	PESQ: 2.219589	CSIG: 3.506515	CBAK: 2.343398	COVL: 2.805812	SSNR: -0.524363	STOI: 0.948281	
Track name: p232_382	PESQ: 3.027001	CSIG: 4.308751	CBAK: 2.699279	COVL: 3.640746	SSNR: -2.237424	STOI: 0.923549	
Track name: p232_383	PESQ: 1.799970	CSIG: 3.017892	CBAK: 2.394338	COVL: 2.365522	SSNR: 2.819110	STOI: 0.989591	
Track name: p232_384	PESQ: 1.859606	CSIG: 3.144909	CBAK: 2.411016	COVL: 2.465277	SSNR: 2.347564	STOI: 0.855085	
Track name: p232_385	PESQ: 1.677105	CSIG: 3.000583	CBAK: 2.233076	COVL: 2.305430	SSNR: 0.726229	STOI: 0.878496	
Track name: p232_386	PESQ: 1.213144	CSIG: 2.154857	CBAK: 1.586874	COVL: 1.604513	SSNR: -3.991767	STOI: 0.741883	
Track name: p232_387	PESQ: 2.608769	CSIG: 3.938092	CBAK: 3.204088	COVL: 3.271262	SSNR: 7.797068	STOI: 0.984355	
Track name: p232_388	PESQ: 1.495353	CSIG: 1.979854	CBAK: 2.332419	COVL: 1.703728	SSNR: 3.771929	STOI: 0.844464	
Track name: p232_389	PESQ: 1.263336	CSIG: 1.851287	CBAK: 1.923830	COVL: 1.519528	SSNR: -0.818053	STOI: 0.924063	
Track name: p232_390	PESQ: 1.318865	CSIG: 1.993564	CBAK: 1.652408	COVL: 1.553499	SSNR: -2.689867	STOI: 0.890611	
Track name: p232_391	PESQ: 3.534936	CSIG: 4.954413	CBAK: 3.631452	COVL: 4.273580	SSNR: 6.278247	STOI: 0.990740	
Track name: p232_392	PESQ: 3.466815	CSIG: 4.789553	CBAK: 3.570416	COVL: 4.157331	SSNR: 5.818366	STOI: 0.967561	
Track name: p232_393	PESQ: 2.859153	CSIG: 4.125373	CBAK: 2.861182	COVL: 3.482786	SSNR: 0.811109	STOI: 0.998938	
Track name: p232_394	PESQ: 2.328115	CSIG: 3.365108	CBAK: 2.385631	COVL: 2.811055	SSNR: -1.593881	STOI: 0.997169	
